isPriority,articleType,id,buildingManagementSerialNumber,agentId,number,previewPhotoUrl,smallPhotoUrls,originPhotoUrls,businessLargeCode,businessLargeCodeName,businessMiddleCode,businessMiddleCodeName,priceType,priceTypeName,deposit,monthlyRent,isPremiumClosed,premium,sale,maintenanceFee,floor,groundFloor,size,title,firstDeposit,firstMonthlyRent,firstPremium,confirmedDateUtc,nearSubwayStation,viewCount,favoriteCount,isInYourFavorited,isMoveInDate,moveInDate,completionConfirmedDateUtc,createdDateUtc,editedDateUtc,state,areaPrice
,1,9169fc17-53ad-4bd4-b6a0-5adf3a4fe578,2823710100107280020207153,,920242,https://img.nemoapp.kr/article-photos/8800ec49-548d-4afa-bbb8-ff078a9a06e6/s.jpg,"['https://img.nemoapp.kr/article-photos/8800ec49-548d-4afa-bbb8-ff078a9a06e6/s.jpg', 'https://img.nemoapp.kr/article-photos/323ddb11-461c-423f-9e20-fedfe6a45045/s.jpg', 'https://img.nemoapp.kr/article-photos/ee78eb3a-284d-43a1-bfd2-0734de7f4571/s.jpg', 'https://img.nemoapp.kr/article-photos/1c8c5efb-cf0c-47e9-a237-2fec4450d25b/s.jpg', 'https://img.nemoapp.kr/article-photos/77122a04-8246-4dbf-b1d0-fff058e925c6/s.jpg', 'https://img.nemoapp.kr/article-photos/42632d68-ffa4-42b6-99bd-9454012989f6/s.jpg', 'https://img.nemoapp.kr/article-photos/294098af-a013-42fa-a5b8-9aa7515b53c1/s.jpg', 'https://img.nemoapp.kr/article-photos/b4a24f49-61af-4d30-af53-b784321490a1/s.jpg', 'https://img.nemoapp.kr/article-photos/e34d05a0-ca82-4aae-9a8a-f5a7b85cbe36/s.jpg', 'https://img.nemoapp.kr/article-photos/afcbfcca-0740-4dd9-b27a-867782ca7e23/s.jpg', 'https://img.nemoapp.kr/article-photos/e33c13d5-06dc-4dfb-9e13-a49151a6c76d/s.jpg', 'https://img.nemoapp.kr/article-photos/de0b4b98-8b6b-420e-8f77-7ec07988c0e4/s.jpg', 'https://img.nemoapp.kr/article-photos/37b3a121-2440-4734-8e9f-02367d546295/s.jpg', 'https://img.nemoapp.kr/article-photos/6ff1ae04-25df-410d-94e4-c592f4e1733e/s.jpg']","['https://img.nemoapp.kr/article-photos/8800ec49-548d-4afa-bbb8-ff078a9a06e6/l.jpg', 'https://img.nemoapp.kr/article-photos/323ddb11-461c-423f-9e20-fedfe6a45045/l.jpg', 'https://img.nemoapp.kr/article-photos/ee78eb3a-284d-43a1-bfd2-0734de7f4571/l.jpg', 'https://img.nemoapp.kr/article-photos/1c8c5efb-cf0c-47e9-a237-2fec4450d25b/l.jpg', 'https://img.nemoapp.kr/article-photos/77122a04-8246-4dbf-b1d0-fff058e925c6/l.jpg', 'https://img.nemoapp.kr/article-photos/42632d68-ffa4-42b6-99bd-9454012989f6/l.jpg', 'https://img.nemoapp.kr/article-photos/294098af-a013-42fa-a5b8-9aa7515b53c1/l.jpg', 'https://img.nemoapp.kr/article-photos/b4a24f49-61af-4d30-af53-b784321490a1/l.jpg', 'https://img.nemoapp.kr/article-photos/e34d05a0-ca82-4aae-9a8a-f5a7b85cbe36/l.jpg', 'https://img.nemoapp.kr/article-photos/afcbfcca-0740-4dd9-b27a-867782ca7e23/l.jpg', 'https://img.nemoapp.kr/article-photos/e33c13d5-06dc-4dfb-9e13-a49151a6c76d/l.jpg', 'https://img.nemoapp.kr/article-photos/de0b4b98-8b6b-420e-8f77-7ec07988c0e4/l.jpg', 'https://img.nemoapp.kr/article-photos/37b3a121-2440-4734-8e9f-02367d546295/l.jpg', 'https://img.nemoapp.kr/article-photos/6ff1ae04-25df-410d-94e4-c592f4e1733e/l.jpg']",17,기타업종,1704,다용도점포,1,임대,20000,1300,False,40000,0,200,8,10,82.64,🌟🌟부평역 도보1분 역세권 🌟🌟,20000,1300,40000,,"부평역, 도보 2분",0,0,,True,,2026-03-09T10:41:40.049602+00:00,2026-01-03T03:28:41.778928+00:00,2026-03-09T10:45:50.933322+00:00,1,55
,1,874d6ce9-5370-4bce-91ba-f79811d7c404,2823710100106540014205319,,916834,https://img.nemoapp.kr/article-photos/e3102e0d-8bab-4dce-bdf8-e2f91f337d2e/s.jpg,"['https://img.nemoapp.kr/article-photos/e3102e0d-8bab-4dce-bdf8-e2f91f337d2e/s.jpg', 'https://img.nemoapp.kr/article-photos/33d97615-1ff5-4d3a-8dc1-cf33f85014ab/s.jpg', 'https://img.nemoapp.kr/article-photos/c61ae9b0-a5be-48ea-9b8e-8587771ecadd/s.jpg', 'https://img.nemoapp.kr/article-photos/8e3e0753-bd2f-4c83-8543-34e4667e0f12/s.jpg', 'https://img.nemoapp.kr/article-photos/bbdb46a4-b6bd-4def-afd2-c669b6d0606e/s.jpg', 'https://img.nemoapp.kr/article-photos/59835d72-6969-4319-8af0-56f8e602cd5e/s.jpg', 'https://img.nemoapp.kr/article-photos/da1979d7-8c9c-45a2-bdd2-e3e31c968c7a/s.jpg', 'https://img.nemoapp.kr/article-photos/cb73d09e-61e4-4276-9add-333c583c31c6/s.jpg', 'https://img.nemoapp.kr/article-photos/983c6458-8421-426a-ae35-f42076a550c1/s.jpg', 'https://img.nemoapp.kr/article-photos/5a413133-c6db-48d5-9112-bcb336bca601/s.jpg', 'https://img.nemoapp.kr/article-photos/2dd57378-5062-4c3b-bb8d-1d1d560e9397/s.jpg', 'https://img.nemoapp.kr/article-photos/f23e842d-057b-46a9-9278-de3f224964cb/s.jpg', 'https://img.nemoapp.kr/article-photos/ccff3ab7-52c4-4e2a-a38b-0f512f99e957/s.jpg', 'https://img.nemoapp.kr/article-photos/83869064-d24d-43f8-9a16-46a35fddbca8/s.jpg', 'https://img.nemoapp.kr/article-photos/5d6028f6-f04a-4d86-a5cb-d7d18bc1e9b6/s.jpg', 'https://img.nemoapp.kr/article-photos/562d35a5-4dec-4731-a9a4-70de6286f364/s.jpg']","['https://img.nemoapp.kr/article-photos/e3102e0d-8bab-4dce-bdf8-e2f91f337d2e/l.jpg', 'https://img.nemoapp.kr/article-photos/33d97615-1ff5-4d3a-8dc1-cf33f85014ab/l.jpg', 'https://img.nemoapp.kr/article-photos/c61ae9b0-a5be-48ea-9b8e-8587771ecadd/l.jpg', 'https://img.nemoapp.kr/article-photos/8e3e0753-bd2f-4c83-8543-34e4667e0f12/l.jpg', 'https://img.nemoapp.kr/article-photos/bbdb46a4-b6bd-4def-afd2-c669b6d0606e/l.jpg', 'https://img.nemoapp.kr/article-photos/59835d72-6969-4319-8af0-56f8e602cd5e/l.jpg', 'https://img.nemoapp.kr/article-photos/da1979d7-8c9c-45a2-bdd2-e3e31c968c7a/l.jpg', 'https://img.nemoapp.kr/article-photos/cb73d09e-61e4-4276-9add-333c583c31c6/l.jpg', 'https://img.nemoapp.kr/article-photos/983c6458-8421-426a-ae35-f42076a550c1/l.jpg', 'https://img.nemoapp.kr/article-photos/5a413133-c6db-48d5-9112-bcb336bca601/l.jpg', 'https://img.nemoapp.kr/article-photos/2dd57378-5062-4c3b-bb8d-1d1d560e9397/l.jpg', 'https://img.nemoapp.kr/article-photos/f23e842d-057b-46a9-9278-de3f224964cb/l.jpg', 'https://img.nemoapp.kr/article-photos/ccff3ab7-52c4-4e2a-a38b-0f512f99e957/l.jpg', 'https://img.nemoapp.kr/article-photos/83869064-d24d-43f8-9a16-46a35fddbca8/l.jpg', 'https://img.nemoapp.kr/article-photos/5d6028f6-f04a-4d86-a5cb-d7d18bc1e9b6/l.jpg', 'https://img.nemoapp.kr/article-photos/562d35a5-4dec-4731-a9a4-70de6286f364/l.jpg']",17,기타업종,1704,다용도점포,1,임대,20000,1500,False,0,0,0,2,6,39.67,🌟🌟인천성모병원 바로 앞  공실! 🌟🌟,20000,1500,0,,"부평역, 도보 7분",0,0,,True,,2026-03-09T10:41:34.73021+00:00,2025-12-09T04:41:25.410839+00:00,2026-03-09T10:45:49.673064+00:00,1,132
,1,80e1fcf3-c6e1-4401-b48a-a05c5a880e19,2817010600101380004146296,,917596,https://img.nemoapp.kr/article-photos/02b7f0e7-6ba7-46e3-922d-ddcd8943558e/s.jpg,"['https://img.nemoapp.kr/article-photos/02b7f0e7-6ba7-46e3-922d-ddcd8943558e/s.jpg', 'https://img.nemoapp.kr/article-photos/a9966918-2505-4892-914a-f954325d8eb8/s.jpg', 'https://img.nemoapp.kr/article-photos/958b1562-a897-4a33-8fdc-7b944e409878/s.jpg', 'https://img.nemoapp.kr/article-photos/f0e129fc-2042-4655-b73e-251d82fb41e4/s.jpg', 'https://img.nemoapp.kr/article-photos/1fe3c986-1132-4897-b9d6-c2c00b9b18d4/s.jpg']","['https://img.nemoapp.kr/article-photos/02b7f0e7-6ba7-46e3-922d-ddcd8943558e/l.jpg', 'https://img.nemoapp.kr/article-photos/a9966918-2505-4892-914a-f954325d8eb8/l.jpg', 'https://img.nemoapp.kr/article-photos/958b1562-a897-4a33-8fdc-7b944e409878/l.jpg', 'https://img.nemoapp.kr/article-photos/f0e129fc-2042-4655-b73e-251d82fb41e4/l.jpg', 'https://img.nemoapp.kr/article-photos/1fe3c986-1132-4897-b9d6-c2c00b9b18d4/l.jpg']",17,기타업종,1704,다용도점포,1,임대,20000,800,False,0,0,200,6,7,99.17,🌟🌟주안 먹자상권 인접! 6층 30평 상가🌟🌟,20000,800,0,,"주안역, 도보 4분",0,0,,True,,2026-03-09T10:41:31.114378+00:00,2025-12-13T01:43:19.205447+00:00,2026-03-09T10:45:48.506575+00:00,1,29
,1,7b2604d0-a101-46cc-bd24-acb5db6578a1,2823710100106930007203514,,916853,https://img.nemoapp.kr/article-photos/7b290f3a-7256-4429-9a26-1c7cdf38c219/s.jpg,"['https://img.nemoapp.kr/article-photos/7b290f3a-7256-4429-9a26-1c7cdf38c219/s.jpg', 'https://img.nemoapp.kr/article-photos/c9c6ba1b-3e2e-4f1a-8cb1-ed991689790a/s.jpg', 'https://img.nemoapp.kr/article-photos/8ecb2c71-f22a-4bd6-b2c3-1459756c8db2/s.jpg', 'https://img.nemoapp.kr/article-photos/02bfbf5b-91fd-45ac-a153-7a7ce140e4f7/s.jpg', 'https://img.nemoapp.kr/article-photos/13ab29b0-cea9-44b7-8154-91598f61b4a0/s.jpg', 'https://img.nemoapp.kr/article-photos/780b98ba-72d8-4bec-8142-4094e7c0f3fa/s.jpg', 'https://img.nemoapp.kr/article-photos/a7184d2f-bcd2-4689-aecd-2c49cf088237/s.jpg', 'https://img.nemoapp.kr/article-photos/60c20e71-d317-4ab6-97c5-e1b5ba6309f7/s.jpg']","['https://img.nemoapp.kr/article-photos/7b290f3a-7256-4429-9a26-1c7cdf38c219/l.jpg', 'https://img.nemoapp.kr/article-photos/c9c6ba1b-3e2e-4f1a-8cb1-ed991689790a/l.jpg', 'https://img.nemoapp.kr/article-photos/8ecb2c71-f22a-4bd6-b2c3-1459756c8db2/l.jpg', 'https://img.nemoapp.kr/article-photos/02bfbf5b-91fd-45ac-a153-7a7ce140e4f7/l.jpg', 'https://img.nemoapp.kr/article-photos/13ab29b0-cea9-44b7-8154-91598f61b4a0/l.jpg', 'https://img.nemoapp.kr/article-photos/780b98ba-72d8-4bec-8142-4094e7c0f3fa/l.jpg', 'https://img.nemoapp.kr/article-photos/a7184d2f-bcd2-4689-aecd-2c49cf088237/l.jpg', 'https://img.nemoapp.kr/article-photos/60c20e71-d317-4ab6-97c5-e1b5ba6309f7/l.jpg']",17,기타업종,1704,다용도점포,1,임대,15000,1500,False,30000,0,100,2,3,132.23,🌟🌟부평 남부역 성업중인 카페자리🌟🌟,15000,1500,30000,,"부평역, 도보 2분",0,0,,True,,2026-03-09T10:41:29.681192+00:00,2025-12-09T05:43:54.443389+00:00,2026-03-09T10:45:47.235669+00:00,1,39
,1,6b7b52d6-eced-4298-8d8d-42e34325175f,2820010100112720001024724,,918130,https://img.nemoapp.kr/article-photos/7bb21f00-48df-42a1-8429-7faa00b801e0/s.jpg,"['https://img.nemoapp.kr/article-photos/7bb21f00-48df-42a1-8429-7faa00b801e0/s.jpg', 'https://img.nemoapp.kr/article-photos/bbf05a8c-29d7-46b2-a7a9-4f9e192b1a59/s.jpg', 'https://img.nemoapp.kr/article-photos/d876e67f-78df-4e65-bb6d-164e93144316/s.jpg', 'https://img.nemoapp.kr/article-photos/b0e1aedc-b001-4b86-9788-d7c0d392bd6d/s.jpg', 'https://img.nemoapp.kr/article-photos/8835b13b-b6ab-4afd-9380-145fe1bab68a/s.jpg']","['https://img.nemoapp.kr/article-photos/7bb21f00-48df-42a1-8429-7faa00b801e0/l.jpg', 'https://img.nemoapp.kr/article-photos/bbf05a8c-29d7-46b2-a7a9-4f9e192b1a59/l.jpg', 'https://img.nemoapp.kr/article-photos/d876e67f-78df-4e65-bb6d-164e93144316/l.jpg', 'https://img.nemoapp.kr/article-photos/b0e1aedc-b001-4b86-9788-d7c0d392bd6d/l.jpg', 'https://img.nemoapp.kr/article-photos/8835b13b-b6ab-4afd-9380-145fe1bab68a/l.jpg']",17,기타업종,1704,다용도점포,1,임대,25000,600,False,0,0,0,1,3,26.45,🌟🌟구월동 로데오·상업지 인접 생활상권🌟🌟,25000,600,0,,"모래내시장역, 도보 7분",0,1,,True,,2026-03-09T10:41:26.368392+00:00,2025-12-17T01:56:20.905007+00:00,2026-03-09T10:45:46.050416+00:00,1,88
,1,b0f20c47-488c-4bd9-ac17-d72cedfcc693,4119510900104040003026469,,927380,https://img.nemoapp.kr/article-photos/ede9aaf4-b542-499f-bc20-e79d35c9d17a/s.jpg,"['https://img.nemoapp.kr/article-photos/ede9aaf4-b542-499f-bc20-e79d35c9d17a/s.jpg', 'https://img.nemoapp.kr/article-photos/586bed26-228b-49bd-862f-9fe2cc2a64b2/s.jpg', 'https://img.nemoapp.kr/article-photos/5d7e4731-9db7-4b12-8b0f-31ac34f24afa/s.jpg', 'https://img.nemoapp.kr/article-photos/953c686c-192e-4e55-94ce-b1a5114b98ba/s.jpg', 'https://img.nemoapp.kr/article-photos/7957e3f7-d578-4878-b835-4374d04242c8/s.jpg']","['https://img.nemoapp.kr/article-photos/ede9aaf4-b542-499f-bc20-e79d35c9d17a/l.jpg', 'https://img.nemoapp.kr/article-photos/586bed26-228b-49bd-862f-9fe2cc2a64b2/l.jpg', 'https://img.nemoapp.kr/article-photos/5d7e4731-9db7-4b12-8b0f-31ac34f24afa/l.jpg', 'https://img.nemoapp.kr/article-photos/953c686c-192e-4e55-94ce-b1a5114b98ba/l.jpg', 'https://img.nemoapp.kr/article-photos/7957e3f7-d578-4878-b835-4374d04242c8/l.jpg']",17,기타업종,1704,다용도점포,1,임대,30000,2200,False,0,0,200,3,3,208.26,🌟🌟송내역 둘리거리 코너 가시성 우수한 무권 3층🌟🌟,30000,2200,0,,"송내역, 도보 5분",0,0,,True,,2026-03-09T10:41:51.799476+00:00,2026-02-24T03:18:29.879201+00:00,2026-03-09T10:45:44.673009+00:00,1,37
,1,9bacf29f-3259-411f-92a8-937669754354,2823710600104500004109236,,916568,https://img.nemoapp.kr/article-photos/b42341a7-1f85-4ec6-ac62-eb224726f3d8/s.jpg,"['https://img.nemoapp.kr/article-photos/b42341a7-1f85-4ec6-ac62-eb224726f3d8/s.jpg', 'https://img.nemoapp.kr/article-photos/91c07a7c-8d27-4815-b099-71fb2d908ee6/s.jpg', 'https://img.nemoapp.kr/article-photos/259a9046-6803-441a-b4e1-9b4cc9634401/s.jpg', 'https://img.nemoapp.kr/article-photos/6eb54470-f5b9-4ffb-9ef4-efc03c9945cc/s.jpg', 'https://img.nemoapp.kr/article-photos/d6b0ffc0-b951-4ad8-b575-6384ad8fe7c5/s.jpg', 'https://img.nemoapp.kr/article-photos/9cb0c6ef-dcf4-4aa9-9940-ae510048585f/s.jpg', 'https://img.nemoapp.kr/article-photos/5910c74b-c0c3-41d1-aece-663cab4b807d/s.jpg', 'https://img.nemoapp.kr/article-photos/273142f6-7f7e-46a4-a7e7-446870b7c16f/s.jpg', 'https://img.nemoapp.kr/article-photos/ca805549-1be7-407b-8969-148756a435b2/s.jpg']","['https://img.nemoapp.kr/article-photos/b42341a7-1f85-4ec6-ac62-eb224726f3d8/l.jpg', 'https://img.nemoapp.kr/article-photos/91c07a7c-8d27-4815-b099-71fb2d908ee6/l.jpg', 'https://img.nemoapp.kr/article-photos/259a9046-6803-441a-b4e1-9b4cc9634401/l.jpg', 'https://img.nemoapp.kr/article-photos/6eb54470-f5b9-4ffb-9ef4-efc03c9945cc/l.jpg', 'https://img.nemoapp.kr/article-photos/d6b0ffc0-b951-4ad8-b575-6384ad8fe7c5/l.jpg', 'https://img.nemoapp.kr/article-photos/9cb0c6ef-dcf4-4aa9-9940-ae510048585f/l.jpg', 'https://img.nemoapp.kr/article-photos/5910c74b-c0c3-41d1-aece-663cab4b807d/l.jpg', 'https://img.nemoapp.kr/article-photos/273142f6-7f7e-46a4-a7e7-446870b7c16f/l.jpg', 'https://img.nemoapp.kr/article-photos/ca805549-1be7-407b-8969-148756a435b2/l.jpg']",17,기타업종,1704,다용도점포,1,임대,60000,3500,False,0,0,300,5,5,55.0,🌟🌟주차자리 풍부함+ 옥외 테라스 사용가능🌟🌟,60000,3500,0,,,0,0,,True,,2026-03-09T10:41:44.833294+00:00,2025-12-08T05:46:43.715852+00:00,2026-03-09T10:45:43.361684+00:00,1,225
,1,62bf51fd-0004-46f1-9191-f8c64f99d518,2823710600101580008101017,,916130,https://img.nemoapp.kr/article-photos/329be795-cf4a-48c0-89b1-2977ad3cea29/s.jpg,"['https://img.nemoapp.kr/article-photos/329be795-cf4a-48c0-89b1-2977ad3cea29/s.jpg', 'https://img.nemoapp.kr/article-photos/1bc7518b-3945-4c30-9f35-6491921d0b97/s.jpg', 'https://img.nemoapp.kr/article-photos/78e5c526-081d-41af-b32d-7a4f2c14c884/s.jpg', 'https://img.nemoapp.kr/article-photos/d4068427-9c49-4e8d-acb3-196a6df5a609/s.jpg', 'https://img.nemoapp.kr/article-photos/bc3fcc0a-a3a2-44f8-b952-214a38f35c68/s.jpg']","['https://img.nemoapp.kr/article-photos/329be795-cf4a-48c0-89b1-2977ad3cea29/l.jpg', 'https://img.nemoapp.kr/article-photos/1bc7518b-3945-4c30-9f35-6491921d0b97/l.jpg', 'https://img.nemoapp.kr/article-photos/78e5c526-081d-41af-b32d-7a4f2c14c884/l.jpg', 'https://img.nemoapp.kr/article-photos/d4068427-9c49-4e8d-acb3-196a6df5a609/l.jpg', 'https://img.nemoapp.kr/article-photos/bc3fcc0a-a3a2-44f8-b952-214a38f35c68/l.jpg']",17,기타업종,1704,다용도점포,1,임대,15000,1400,False,0,0,0,2,4,132.23,"🌟🌟갈산역 역세권, 주거 밀집지🌟🌟",15000,1400,0,,"갈산역, 도보 1분",0,0,,True,,2026-03-09T10:41:19.146167+00:00,2025-12-06T05:17:44.507996+00:00,2026-03-09T10:45:42.149936+00:00,1,37
,1,86fa450f-1875-474a-a91c-6b20c9a5dc5a,2823710600101710045106969,,929539,https://img.nemoapp.kr/article-photos/8e58a765-a750-4d5a-baab-fff498f3dfb4/s.jpg,"['https://img.nemoapp.kr/article-photos/8e58a765-a750-4d5a-baab-fff498f3dfb4/s.jpg', 'https://img.nemoapp.kr/article-photos/f689cdfb-4c12-4199-bd21-df06f1ca16b1/s.jpg', 'https://img.nemoapp.kr/article-photos/5805ad47-d61b-44be-8919-cdb1672a9d5a/s.jpg', 'https://img.nemoapp.kr/article-photos/9558f4f4-5af1-4e3c-afda-f771b632c29f/s.jpg', 'https://img.nemoapp.kr/article-photos/5cc59e4d-6984-44c7-949b-4ca094c9efeb/s.jpg']","['https://img.nemoapp.kr/article-photos/8e58a765-a750-4d5a-baab-fff498f3dfb4/l.jpg', 'https://img.nemoapp.kr/article-photos/f689cdfb-4c12-4199-bd21-df06f1ca16b1/l.jpg', 'https://img.nemoapp.kr/article-photos/5805ad47-d61b-44be-8919-cdb1672a9d5a/l.jpg', 'https://img.nemoapp.kr/article-photos/9558f4f4-5af1-4e3c-afda-f771b632c29f/l.jpg', 'https://img.nemoapp.kr/article-photos/5cc59e4d-6984-44c7-949b-4ca094c9efeb/l.jpg']",17,기타업종,1704,다용도점포,1,임대,30000,1500,False,10000,0,200,1,5,41.45,🌟🌟갈산사거리 인근 가시성좋은 1층 상🌟🌟,30000,1500,10000,,"갈산역, 도보 7분",0,0,,True,,2026-03-09T10:41:33.672324+00:00,2026-03-09T08:58:58.06193+00:00,2026-03-09T10:45:40.843649+00:00,1,130
,1,54e69da3-c5e9-408d-b311-484a4bd8bf24,2823710500101000001106329,,916194,https://img.nemoapp.kr/article-photos/5276d162-c2dd-4fa6-96cb-028e362b4779/s.jpg,"['https://img.nemoapp.kr/article-photos/5276d162-c2dd-4fa6-96cb-028e362b4779/s.jpg', 'https://img.nemoapp.kr/article-photos/8777eec1-bc57-4bb2-985b-4437e1c07072/s.jpg', 'https://img.nemoapp.kr/article-photos/9619617c-552c-41ac-ab17-aff936c03972/s.jpg', 'https://img.nemoapp.kr/article-photos/1f69be74-d9d8-4b90-806f-8dbec61eb2be/s.jpg', 'https://img.nemoapp.kr/article-photos/be948d8a-bd63-4185-be76-74c2a11c8868/s.jpg']","['https://img.nemoapp.kr/article-photos/5276d162-c2dd-4fa6-96cb-028e362b4779/l.jpg', 'https://img.nemoapp.kr/article-photos/8777eec1-bc57-4bb2-985b-4437e1c07072/l.jpg', 'https://img.nemoapp.kr/article-photos/9619617c-552c-41ac-ab17-aff936c03972/l.jpg', 'https://img.nemoapp.kr/article-photos/1f69be74-d9d8-4b90-806f-8dbec61eb2be/l.jpg', 'https://img.nemoapp.kr/article-photos/be948d8a-bd63-4185-be76-74c2a11c8868/l.jpg']",17,기타업종,1704,다용도점포,1,임대,30000,2500,False,0,0,0,1,2,122.31,📍삼산 농산물도매시장 / 주거밀집지역 인근 1층 상가,30000,2500,0,,,0,0,,True,,2026-03-09T10:41:15.964813+00:00,2025-12-06T06:55:55.101589+00:00,2026-03-09T10:45:39.591775+00:00,1,71
,1,63c9e602-2550-410f-9416-266579f2b6fd,2823710600101710000109390,,916794,https://img.nemoapp.kr/article-photos/8372f29c-9228-4d4f-b2ad-91bf74b27be9/s.jpg,"['https://img.nemoapp.kr/article-photos/8372f29c-9228-4d4f-b2ad-91bf74b27be9/s.jpg', 'https://img.nemoapp.kr/article-photos/a31ec2fa-4e12-4457-ad65-c789265f5c02/s.jpg', 'https://img.nemoapp.kr/article-photos/6936c6e4-89da-482c-8ab0-c2a7e39b7869/s.jpg', 'https://img.nemoapp.kr/article-photos/d7e196ad-ecee-4790-a8bb-dccccf3ba907/s.jpg', 'https://img.nemoapp.kr/article-photos/5c6a7531-55db-451a-bb94-3d5bf31d4628/s.jpg', 'https://img.nemoapp.kr/article-photos/0b3f473e-f726-4b37-89b4-f81c636e88d4/s.jpg']","['https://img.nemoapp.kr/article-photos/8372f29c-9228-4d4f-b2ad-91bf74b27be9/l.jpg', 'https://img.nemoapp.kr/article-photos/a31ec2fa-4e12-4457-ad65-c789265f5c02/l.jpg', 'https://img.nemoapp.kr/article-photos/6936c6e4-89da-482c-8ab0-c2a7e39b7869/l.jpg', 'https://img.nemoapp.kr/article-photos/d7e196ad-ecee-4790-a8bb-dccccf3ba907/l.jpg', 'https://img.nemoapp.kr/article-photos/5c6a7531-55db-451a-bb94-3d5bf31d4628/l.jpg', 'https://img.nemoapp.kr/article-photos/0b3f473e-f726-4b37-89b4-f81c636e88d4/l.jpg']",17,기타업종,1704,다용도점포,1,임대,20000,1500,False,15000,0,490,1,2,44.93,"🌟🌟갈산사거리 상권 중심축, 우량 매장 입점 기회🌟🌟",20000,1500,15000,,"갈산역, 도보 7분",0,0,,True,,2026-03-09T10:41:22.972914+00:00,2025-12-09T02:49:43.176722+00:00,2026-03-09T10:45:37.879917+00:00,1,116
